date,quantity
2021-02-01,8418277.0
2021-03-01,9458538.0
2021-04-01,9261580.0
2021-05-01,8766619.0
2021-06-01,9159579.0
2021-07-01,9096418.0
2021-08-01,8714570.0
2021-09-01,9189537.0
2021-10-01,8670995.0
2021-11-01,9099985.0
2021-12-01,9530820.0
2022-01-01,8869064.0
2022-02-01,8322831.0
2022-03-01,9539828.0
2022-04-01,8694697.0
2022-05-01,9178573.0
2022-06-01,8766438.0
2022-07-01,8751227.0
2022-08-01,9047234.0
2022-09-01,8962671.0
2022-10-01,8668425.0
2022-11-01,9119124.0
2022-12-01,8927929.0
2023-01-01,8950062.0
2023-02-01,8234968.0
2023-03-01,9329777.0
2023-04-01,8239734.0
2023-05-01,8879380.0
2023-06-01,9006915.0
2023-07-01,8996523.0
2023-08-01,8982632.0
2023-09-01,8840634.0
2023-10-01,8880703.0
2023-11-01,9011614.0
2023-12-01,8981923.0
2024-01-01,9183636.0
2024-02-01,8618133.0
2024-03-01,8757413.0
2024-04-01,9013608.0
2024-05-01,9201187.0
2024-06-01,8394866.0
2024-07-01,9308710.0
2024-08-01,9093711.0
2024-09-01,8725223.0
2024-10-01,9334023.0
2024-11-01,8897884.0
2024-12-01,8970904.0
2025-01-01,9472266.0
2025-02-01,8259709.0
2025-03-01,8776637.0
2025-04-01,8718723.0
2025-05-01,9207304.0
2025-06-01,8883679.0
2025-07-01,9349369.0
2025-08-01,8632997.0
2025-09-01,8946758.0
2025-10-01,9396203.0
2025-11-01,8615891.0
2025-12-01,9489577.0
2026-01-01,9338482.0
