date,quantity
2021-02-01,5261761.0
2021-03-01,5863956.0
2021-04-01,5650802.0
2021-05-01,5295638.0
2021-06-01,5726187.0
2021-07-01,5538633.0
2021-08-01,5371567.0
2021-09-01,5764915.0
2021-10-01,5335463.0
2021-11-01,5558411.0
2021-12-01,5865553.0
2022-01-01,5587239.0
2022-02-01,5453399.0
2022-03-01,5962949.0
2022-04-01,5535540.0
2022-05-01,5695850.0
2022-06-01,5591401.0
2022-07-01,5462091.0
2022-08-01,5777439.0
2022-09-01,5773869.0
2022-10-01,5654972.0
2022-11-01,5925019.0
2022-12-01,5946330.0
2023-01-01,5853331.0
2023-02-01,5397971.0
2023-03-01,6035852.0
2023-04-01,5607630.0
2023-05-01,5691165.0
2023-06-01,5688706.0
2023-07-01,5669480.0
2023-08-01,5885206.0
2023-09-01,5383684.0
2023-10-01,5756939.0
2023-11-01,6148666.0
2023-12-01,6110888.0
2024-01-01,6352041.0
2024-02-01,5862769.0
2024-03-01,5865650.0
2024-04-01,6294869.0
2024-05-01,6257448.0
2024-06-01,5899777.0
2024-07-01,6486103.0
2024-08-01,6073131.0
2024-09-01,5993263.0
2024-10-01,6393643.0
2024-11-01,6252070.0
2024-12-01,6368775.0
2025-01-01,6524892.0
2025-02-01,5723049.0
2025-03-01,6215609.0
2025-04-01,6205686.0
2025-05-01,6355525.0
2025-06-01,6211829.0
2025-07-01,6536125.0
2025-08-01,5992647.0
2025-09-01,6365315.0
2025-10-01,6547846.0
2025-11-01,6089531.0
2025-12-01,6842134.0
2026-01-01,6640885.0
