date,quantity
2021-02-01,2884573.0
2021-03-01,3276156.0
2021-04-01,2991881.0
2021-05-01,3024502.0
2021-06-01,3083688.0
2021-07-01,3078832.0
2021-08-01,3065390.0
2021-09-01,3194756.0
2021-10-01,3065076.0
2021-11-01,3089733.0
2021-12-01,3321793.0
2022-01-01,3138182.0
2022-02-01,2906827.0
2022-03-01,3391770.0
2022-04-01,3051188.0
2022-05-01,3223571.0
2022-06-01,3137124.0
2022-07-01,3201307.0
2022-08-01,3263398.0
2022-09-01,3292069.0
2022-10-01,3157444.0
2022-11-01,3256655.0
2022-12-01,3329900.0
2023-01-01,3243516.0
2023-02-01,2991202.0
2023-03-01,3516923.0
2023-04-01,3074183.0
2023-05-01,3225198.0
2023-06-01,3384682.0
2023-07-01,3306005.0
2023-08-01,3249258.0
2023-09-01,3214309.0
2023-10-01,3535594.0
2023-11-01,3470331.0
2023-12-01,3535787.0
2024-01-01,3617768.0
2024-02-01,3464402.0
2024-03-01,3281341.0
2024-04-01,3508280.0
2024-05-01,3709544.0
2024-06-01,3369335.0
2024-07-01,3602764.0
2024-08-01,3473377.0
2024-09-01,3504125.0
2024-10-01,3739345.0
2024-11-01,3497625.0
2024-12-01,3700430.0
2025-01-01,3768519.0
2025-02-01,3403115.0
2025-03-01,3498994.0
2025-04-01,3454295.0
2025-05-01,3669920.0
2025-06-01,3471598.0
2025-07-01,3814296.0
2025-08-01,3449210.0
2025-09-01,3691789.0
2025-10-01,3795655.0
2025-11-01,3521125.0
2025-12-01,3770148.0
2026-01-01,3727769.0
