date,quantity
2021-02-01,6090761.0
2021-03-01,6701174.0
2021-04-01,6584224.0
2021-05-01,6263957.0
2021-06-01,6547657.0
2021-07-01,6545553.0
2021-08-01,6270766.0
2021-09-01,6610617.0
2021-10-01,6326154.0
2021-11-01,6372453.0
2021-12-01,6926627.0
2022-01-01,6402975.0
2022-02-01,5958228.0
2022-03-01,6804358.0
2022-04-01,6048329.0
2022-05-01,6528169.0
2022-06-01,6359843.0
2022-07-01,6413870.0
2022-08-01,6663155.0
2022-09-01,6334691.0
2022-10-01,6597323.0
2022-11-01,6444464.0
2022-12-01,6833660.0
2023-01-01,6605306.0
2023-02-01,5985286.0
2023-03-01,6831349.0
2023-04-01,6302374.0
2023-05-01,6438100.0
2023-06-01,6705005.0
2023-07-01,6344502.0
2023-08-01,6599760.0
2023-09-01,6394971.0
2023-10-01,6801273.0
2023-11-01,7009294.0
2023-12-01,6729712.0
2024-01-01,6967112.0
2024-02-01,6587235.0
2024-03-01,6668788.0
2024-04-01,6857919.0
2024-05-01,6913995.0
2024-06-01,6474831.0
2024-07-01,7023018.0
2024-08-01,6780114.0
2024-09-01,6574549.0
2024-10-01,6964281.0
2024-11-01,6694202.0
2024-12-01,6945768.0
2025-01-01,7096839.0
2025-02-01,6409237.0
2025-03-01,6684831.0
2025-04-01,6773223.0
2025-05-01,6948955.0
2025-06-01,6867097.0
2025-07-01,7177053.0
2025-08-01,6630909.0
2025-09-01,7055771.0
2025-10-01,7296307.0
2025-11-01,6729044.0
2025-12-01,7523957.0
2026-01-01,7088880.0
