date,quantity
2021-02-01,1454237.0
2021-03-01,1621460.0
2021-04-01,1581592.0
2021-05-01,1478342.0
2021-06-01,1604219.0
2021-07-01,1597530.0
2021-08-01,1534701.0
2021-09-01,1600166.0
2021-10-01,1539192.0
2021-11-01,1555841.0
2021-12-01,1647610.0
2022-01-01,1541052.0
2022-02-01,1495497.0
2022-03-01,1619511.0
2022-04-01,1522744.0
2022-05-01,1557997.0
2022-06-01,1525048.0
2022-07-01,1532259.0
2022-08-01,1573083.0
2022-09-01,1550901.0
2022-10-01,1586696.0
2022-11-01,1639557.0
2022-12-01,1527722.0
2023-01-01,1618577.0
2023-02-01,1422410.0
2023-03-01,1614513.0
2023-04-01,1477709.0
2023-05-01,1569219.0
2023-06-01,1605127.0
2023-07-01,1549597.0
2023-08-01,1597791.0
2023-09-01,1559086.0
2023-10-01,1631700.0
2023-11-01,1591317.0
2023-12-01,1577549.0
2024-01-01,1634638.0
2024-02-01,1475327.0
2024-03-01,1535802.0
2024-04-01,1516338.0
2024-05-01,1610858.0
2024-06-01,1504121.0
2024-07-01,1622964.0
2024-08-01,1602898.0
2024-09-01,1520004.0
2024-10-01,1647473.0
2024-11-01,1553395.0
2024-12-01,1600510.0
2025-01-01,1610298.0
2025-02-01,1480753.0
2025-03-01,1548248.0
2025-04-01,1535019.0
2025-05-01,1615085.0
2025-06-01,1589281.0
2025-07-01,1682468.0
2025-08-01,1508258.0
2025-09-01,1675996.0
2025-10-01,1653518.0
2025-11-01,1559031.0
2025-12-01,1659782.0
2026-01-01,1660327.0
