date,quantity
2021-02-01,1550540.0
2021-03-01,1738021.0
2021-04-01,1683248.0
2021-05-01,1550809.0
2021-06-01,1666527.0
2021-07-01,1665891.0
2021-08-01,1604383.0
2021-09-01,1709639.0
2021-10-01,1659826.0
2021-11-01,1633212.0
2021-12-01,1761826.0
2022-01-01,1641050.0
2022-02-01,1524338.0
2022-03-01,1675028.0
2022-04-01,1551524.0
2022-05-01,1649492.0
2022-06-01,1662260.0
2022-07-01,1667543.0
2022-08-01,1671239.0
2022-09-01,1653192.0
2022-10-01,1642560.0
2022-11-01,1786600.0
2022-12-01,1729092.0
2023-01-01,1757077.0
2023-02-01,1542436.0
2023-03-01,1811484.0
2023-04-01,1654608.0
2023-05-01,1690608.0
2023-06-01,1752259.0
2023-07-01,1702306.0
2023-08-01,1795060.0
2023-09-01,1730888.0
2023-10-01,1792409.0
2023-11-01,1844865.0
2023-12-01,1841977.0
2024-01-01,1858453.0
2024-02-01,1705158.0
2024-03-01,1736092.0
2024-04-01,1895896.0
2024-05-01,1898709.0
2024-06-01,1701547.0
2024-07-01,1924484.0
2024-08-01,1814642.0
2024-09-01,1829517.0
2024-10-01,1915482.0
2024-11-01,1794839.0
2024-12-01,1892213.0
2025-01-01,1936704.0
2025-02-01,1718106.0
2025-03-01,1821891.0
2025-04-01,1750976.0
2025-05-01,1984787.0
2025-06-01,1815143.0
2025-07-01,1921185.0
2025-08-01,1817011.0
2025-09-01,1917737.0
2025-10-01,1930426.0
2025-11-01,1828147.0
2025-12-01,2007793.0
2026-01-01,1970618.0
