date,quantity
2021-02-01,4353997.0
2021-03-01,4872532.0
2021-04-01,4610229.0
2021-05-01,4410450.0
2021-06-01,4744596.0
2021-07-01,4726209.0
2021-08-01,4516869.0
2021-09-01,4789581.0
2021-10-01,4524026.0
2021-11-01,4686553.0
2021-12-01,4935117.0
2022-01-01,4502043.0
2022-02-01,4332824.0
2022-03-01,4833880.0
2022-04-01,4458270.0
2022-05-01,4574781.0
2022-06-01,4561227.0
2022-07-01,4507124.0
2022-08-01,4812493.0
2022-09-01,4733825.0
2022-10-01,4599474.0
2022-11-01,4749898.0
2022-12-01,4771869.0
2023-01-01,4731555.0
2023-02-01,4388861.0
2023-03-01,4971240.0
2023-04-01,4516736.0
2023-05-01,4573916.0
2023-06-01,4844534.0
2023-07-01,4774732.0
2023-08-01,4990509.0
2023-09-01,4565210.0
2023-10-01,4850918.0
2023-11-01,4793664.0
2023-12-01,4825950.0
2024-01-01,5140888.0
2024-02-01,4605877.0
2024-03-01,4742714.0
2024-04-01,5116633.0
2024-05-01,5082665.0
2024-06-01,4733840.0
2024-07-01,5224991.0
2024-08-01,4994105.0
2024-09-01,4789447.0
2024-10-01,5240858.0
2024-11-01,4844586.0
2024-12-01,5090385.0
2025-01-01,5166121.0
2025-02-01,4696765.0
2025-03-01,4853636.0
2025-04-01,5037451.0
2025-05-01,5133374.0
2025-06-01,4965435.0
2025-07-01,5255704.0
2025-08-01,4805871.0
2025-09-01,5145523.0
2025-10-01,5498420.0
2025-11-01,4730192.0
2025-12-01,5468967.0
2026-01-01,5271105.0
