date,quantity
2021-02-01,8615342.0
2021-03-01,9494957.0
2021-04-01,9372074.0
2021-05-01,8795403.0
2021-06-01,9433122.0
2021-07-01,9424108.0
2021-08-01,8883444.0
2021-09-01,9301807.0
2021-10-01,8872841.0
2021-11-01,9425968.0
2021-12-01,9673813.0
2022-01-01,9459075.0
2022-02-01,8714675.0
2022-03-01,9803981.0
2022-04-01,9181331.0
2022-05-01,9545835.0
2022-06-01,9232466.0
2022-07-01,9212039.0
2022-08-01,9323353.0
2022-09-01,9551724.0
2022-10-01,9223367.0
2022-11-01,9445368.0
2022-12-01,9390172.0
2023-01-01,9562420.0
2023-02-01,8630173.0
2023-03-01,10054809.0
2023-04-01,8890732.0
2023-05-01,9328186.0
2023-06-01,9779209.0
2023-07-01,9426213.0
2023-08-01,9481144.0
2023-09-01,9388996.0
2023-10-01,9726022.0
2023-11-01,9778025.0
2023-12-01,9655508.0
2024-01-01,10050534.0
2024-02-01,9405563.0
2024-03-01,9573758.0
2024-04-01,9990357.0
2024-05-01,10088477.0
2024-06-01,9378821.0
2024-07-01,10266907.0
2024-08-01,9842457.0
2024-09-01,9472191.0
2024-10-01,10204256.0
2024-11-01,9904625.0
2024-12-01,10086171.0
2025-01-01,10415283.0
2025-02-01,9253516.0
2025-03-01,9840590.0
2025-04-01,9938116.0
2025-05-01,10175274.0
2025-06-01,9839838.0
2025-07-01,10618660.0
2025-08-01,9826339.0
2025-09-01,10330075.0
2025-10-01,10713138.0
2025-11-01,9882834.0
2025-12-01,10724681.0
2026-01-01,10537566.0
