date,quantity
2021-02-01,10954573.0
2021-03-01,12209552.0
2021-04-01,11865974.0
2021-05-01,11231517.0
2021-06-01,12015795.0
2021-07-01,11789052.0
2021-08-01,11257730.0
2021-09-01,12000319.0
2021-10-01,11122264.0
2021-11-01,11826056.0
2021-12-01,12483097.0
2022-01-01,11576114.0
2022-02-01,11084115.0
2022-03-01,12320973.0
2022-04-01,11429777.0
2022-05-01,11777511.0
2022-06-01,11465364.0
2022-07-01,11412129.0
2022-08-01,11815082.0
2022-09-01,11862985.0
2022-10-01,11842801.0
2022-11-01,11976554.0
2022-12-01,12151622.0
2023-01-01,11940713.0
2023-02-01,10721435.0
2023-03-01,12587684.0
2023-04-01,10981350.0
2023-05-01,11897259.0
2023-06-01,11828491.0
2023-07-01,11780381.0
2023-08-01,12043803.0
2023-09-01,11574235.0
2023-10-01,12009844.0
2023-11-01,12497230.0
2023-12-01,12522376.0
2024-01-01,12588290.0
2024-02-01,11721606.0
2024-03-01,12000043.0
2024-04-01,12529710.0
2024-05-01,12771589.0
2024-06-01,11667103.0
2024-07-01,12952175.0
2024-08-01,12386493.0
2024-09-01,12028879.0
2024-10-01,13166795.0
2024-11-01,12458902.0
2024-12-01,12666746.0
2025-01-01,13080015.0
2025-02-01,11673722.0
2025-03-01,11849094.0
2025-04-01,12826447.0
2025-05-01,12789067.0
2025-06-01,12412848.0
2025-07-01,13412931.0
2025-08-01,12331560.0
2025-09-01,13073321.0
2025-10-01,13556350.0
2025-11-01,12391257.0
2025-12-01,13762744.0
2026-01-01,13316457.0
