date,quantity
2021-02-01,8535883.0
2021-03-01,9480416.0
2021-04-01,9147275.0
2021-05-01,8721164.0
2021-06-01,9224182.0
2021-07-01,9112695.0
2021-08-01,8793375.0
2021-09-01,9221171.0
2021-10-01,8663342.0
2021-11-01,9249904.0
2021-12-01,9648619.0
2022-01-01,9080112.0
2022-02-01,8520189.0
2022-03-01,9560502.0
2022-04-01,8939198.0
2022-05-01,9258615.0
2022-06-01,9177977.0
2022-07-01,8830833.0
2022-08-01,9217218.0
2022-09-01,9074422.0
2022-10-01,9229474.0
2022-11-01,9289213.0
2022-12-01,9378257.0
2023-01-01,9465551.0
2023-02-01,8399868.0
2023-03-01,9724098.0
2023-04-01,8792424.0
2023-05-01,9241890.0
2023-06-01,9281407.0
2023-07-01,9165733.0
2023-08-01,9311229.0
2023-09-01,8623654.0
2023-10-01,9511773.0
2023-11-01,9776532.0
2023-12-01,9863765.0
2024-01-01,9899296.0
2024-02-01,9053567.0
2024-03-01,9479436.0
2024-04-01,9926084.0
2024-05-01,9763849.0
2024-06-01,9298440.0
2024-07-01,10017368.0
2024-08-01,9680889.0
2024-09-01,9460607.0
2024-10-01,9996912.0
2024-11-01,9595660.0
2024-12-01,9904612.0
2025-01-01,10046725.0
2025-02-01,9084346.0
2025-03-01,9732115.0
2025-04-01,9584171.0
2025-05-01,9931038.0
2025-06-01,9699151.0
2025-07-01,10135807.0
2025-08-01,9504767.0
2025-09-01,9988535.0
2025-10-01,10407776.0
2025-11-01,9377173.0
2025-12-01,10793145.0
2026-01-01,10289308.0
