date,quantity
2021-02-01,18078104.0
2021-03-01,20278935.0
2021-04-01,19386682.0
2021-05-01,18445070.0
2021-06-01,19495834.0
2021-07-01,19784001.0
2021-08-01,18546200.0
2021-09-01,19837935.0
2021-10-01,18868596.0
2021-11-01,19533719.0
2021-12-01,20472661.0
2022-01-01,19279346.0
2022-02-01,17791846.0
2022-03-01,20374124.0
2022-04-01,18833854.0
2022-05-01,19736869.0
2022-06-01,19308780.0
2022-07-01,18985875.0
2022-08-01,19348675.0
2022-09-01,19215631.0
2022-10-01,19007191.0
2022-11-01,19402401.0
2022-12-01,19683309.0
2023-01-01,19386807.0
2023-02-01,17719689.0
2023-03-01,20527446.0
2023-04-01,18315156.0
2023-05-01,19388022.0
2023-06-01,19330836.0
2023-07-01,19095658.0
2023-08-01,19401310.0
2023-09-01,19082272.0
2023-10-01,19450647.0
2023-11-01,19643964.0
2023-12-01,19845931.0
2024-01-01,20146169.0
2024-02-01,18710313.0
2024-03-01,19142683.0
2024-04-01,19803197.0
2024-05-01,20033344.0
2024-06-01,18783661.0
2024-07-01,20497887.0
2024-08-01,19335975.0
2024-09-01,19238651.0
2024-10-01,20106765.0
2024-11-01,19437738.0
2024-12-01,19881749.0
2025-01-01,20272470.0
2025-02-01,18071173.0
2025-03-01,19346279.0
2025-04-01,18940433.0
2025-05-01,19962119.0
2025-06-01,19161895.0
2025-07-01,20306962.0
2025-08-01,18636306.0
2025-09-01,19609070.0
2025-10-01,20309249.0
2025-11-01,18696398.0
2025-12-01,20915526.0
2026-01-01,19928158.0
