date,quantity
2021-02-01,2982686.0
2021-03-01,3264905.0
2021-04-01,3212669.0
2021-05-01,2979888.0
2021-06-01,3293538.0
2021-07-01,3289493.0
2021-08-01,3094297.0
2021-09-01,3215088.0
2021-10-01,3226706.0
2021-11-01,3191463.0
2021-12-01,3396264.0
2022-01-01,3173980.0
2022-02-01,2934768.0
2022-03-01,3286132.0
2022-04-01,3093259.0
2022-05-01,3149638.0
2022-06-01,3203383.0
2022-07-01,3157028.0
2022-08-01,3215192.0
2022-09-01,3268323.0
2022-10-01,3085915.0
2022-11-01,3193335.0
2022-12-01,3246661.0
2023-01-01,3203181.0
2023-02-01,2921075.0
2023-03-01,3307937.0
2023-04-01,2991712.0
2023-05-01,3322425.0
2023-06-01,3453485.0
2023-07-01,3327178.0
2023-08-01,3396044.0
2023-09-01,3294752.0
2023-10-01,3562118.0
2023-11-01,3530405.0
2023-12-01,3517319.0
2024-01-01,3687788.0
2024-02-01,3358459.0
2024-03-01,3418649.0
2024-04-01,3627080.0
2024-05-01,3642854.0
2024-06-01,3422725.0
2024-07-01,3777295.0
2024-08-01,3566933.0
2024-09-01,3520777.0
2024-10-01,3689971.0
2024-11-01,3556708.0
2024-12-01,3658169.0
2025-01-01,3758044.0
2025-02-01,3313285.0
2025-03-01,3553644.0
2025-04-01,3552262.0
2025-05-01,3651082.0
2025-06-01,3627179.0
2025-07-01,3841397.0
2025-08-01,3540954.0
2025-09-01,3715660.0
2025-10-01,3848910.0
2025-11-01,3542009.0
2025-12-01,3914912.0
2026-01-01,3773628.0
