date,quantity
2021-02-01,9062798.0
2021-03-01,10268405.0
2021-04-01,9637868.0
2021-05-01,9250256.0
2021-06-01,9966638.0
2021-07-01,9800757.0
2021-08-01,9305268.0
2021-09-01,9779740.0
2021-10-01,9372075.0
2021-11-01,9861633.0
2021-12-01,10518306.0
2022-01-01,9542920.0
2022-02-01,9125814.0
2022-03-01,10209945.0
2022-04-01,9400867.0
2022-05-01,10005620.0
2022-06-01,9537721.0
2022-07-01,9682570.0
2022-08-01,10039166.0
2022-09-01,9628514.0
2022-10-01,9817170.0
2022-11-01,10037806.0
2022-12-01,9849800.0
2023-01-01,10011745.0
2023-02-01,9176437.0
2023-03-01,10216704.0
2023-04-01,9227182.0
2023-05-01,9626169.0
2023-06-01,9801768.0
2023-07-01,9814656.0
2023-08-01,10110488.0
2023-09-01,9044001.0
2023-10-01,9878274.0
2023-11-01,9911967.0
2023-12-01,9762754.0
2024-01-01,10401562.0
2024-02-01,9770430.0
2024-03-01,9706360.0
2024-04-01,9969912.0
2024-05-01,10377802.0
2024-06-01,9605385.0
2024-07-01,10512396.0
2024-08-01,9962055.0
2024-09-01,9789741.0
2024-10-01,10525145.0
2024-11-01,10170283.0
2024-12-01,10427244.0
2025-01-01,10634724.0
2025-02-01,9532874.0
2025-03-01,9987378.0
2025-04-01,10122141.0
2025-05-01,10328258.0
2025-06-01,10113122.0
2025-07-01,10641595.0
2025-08-01,9744908.0
2025-09-01,10163702.0
2025-10-01,10590231.0
2025-11-01,9711855.0
2025-12-01,11024000.0
2026-01-01,10232788.0
