date,quantity
2021-02-01,4049790.0
2021-03-01,4606956.0
2021-04-01,4454033.0
2021-05-01,4216194.0
2021-06-01,4468268.0
2021-07-01,4475914.0
2021-08-01,4356786.0
2021-09-01,4548759.0
2021-10-01,4307560.0
2021-11-01,4453014.0
2021-12-01,4783322.0
2022-01-01,4440333.0
2022-02-01,4209082.0
2022-03-01,4784379.0
2022-04-01,4468635.0
2022-05-01,4658551.0
2022-06-01,4522551.0
2022-07-01,4457358.0
2022-08-01,4606824.0
2022-09-01,4589928.0
2022-10-01,4422356.0
2022-11-01,4735342.0
2022-12-01,4733071.0
2023-01-01,4577474.0
2023-02-01,4207981.0
2023-03-01,4918581.0
2023-04-01,4425514.0
2023-05-01,4581884.0
2023-06-01,4758123.0
2023-07-01,4493309.0
2023-08-01,4765799.0
2023-09-01,4630592.0
2023-10-01,4676564.0
2023-11-01,4789955.0
2023-12-01,4780467.0
2024-01-01,4921043.0
2024-02-01,4536320.0
2024-03-01,4637587.0
2024-04-01,4890254.0
2024-05-01,4953813.0
2024-06-01,4659652.0
2024-07-01,4885858.0
2024-08-01,4883770.0
2024-09-01,4761573.0
2024-10-01,5004752.0
2024-11-01,4873179.0
2024-12-01,4996755.0
2025-01-01,5134569.0
2025-02-01,4509303.0
2025-03-01,4886107.0
2025-04-01,4858003.0
2025-05-01,5136440.0
2025-06-01,4888427.0
2025-07-01,5348296.0
2025-08-01,4888110.0
2025-09-01,5128576.0
2025-10-01,5306340.0
2025-11-01,4932773.0
2025-12-01,5497900.0
2026-01-01,5318795.0
