date,quantity
2021-02-01,13187731.0
2021-03-01,14607504.0
2021-04-01,14252161.0
2021-05-01,13598791.0
2021-06-01,14238800.0
2021-07-01,14273120.0
2021-08-01,13630730.0
2021-09-01,14200729.0
2021-10-01,13730984.0
2021-11-01,14100388.0
2021-12-01,14911786.0
2022-01-01,13953754.0
2022-02-01,13355216.0
2022-03-01,14805233.0
2022-04-01,13936890.0
2022-05-01,14418396.0
2022-06-01,14319730.0
2022-07-01,14163856.0
2022-08-01,14347385.0
2022-09-01,14371597.0
2022-10-01,14191079.0
2022-11-01,14352198.0
2022-12-01,14746928.0
2023-01-01,14589002.0
2023-02-01,13289451.0
2023-03-01,15240014.0
2023-04-01,13547842.0
2023-05-01,14147845.0
2023-06-01,14630592.0
2023-07-01,13900104.0
2023-08-01,14840799.0
2023-09-01,13853346.0
2023-10-01,14167199.0
2023-11-01,14927776.0
2023-12-01,14856133.0
2024-01-01,15385862.0
2024-02-01,14341966.0
2024-03-01,14565754.0
2024-04-01,15125540.0
2024-05-01,15352004.0
2024-06-01,14333581.0
2024-07-01,15529008.0
2024-08-01,15025499.0
2024-09-01,14512256.0
2024-10-01,15448923.0
2024-11-01,14910261.0
2024-12-01,15278705.0
2025-01-01,15967142.0
2025-02-01,13976951.0
2025-03-01,14896198.0
2025-04-01,15047556.0
2025-05-01,15537447.0
2025-06-01,14938558.0
2025-07-01,15905015.0
2025-08-01,14529959.0
2025-09-01,15274421.0
2025-10-01,15935876.0
2025-11-01,14844038.0
2025-12-01,16277769.0
2026-01-01,15801675.0
