date,quantity
2021-02-01,16425913.0
2021-03-01,17808842.0
2021-04-01,17195117.0
2021-05-01,16098377.0
2021-06-01,17457237.0
2021-07-01,16952340.0
2021-08-01,16521607.0
2021-09-01,17203145.0
2021-10-01,16702153.0
2021-11-01,17309617.0
2021-12-01,17679733.0
2022-01-01,17265170.0
2022-02-01,16095793.0
2022-03-01,18303622.0
2022-04-01,16334238.0
2022-05-01,17761757.0
2022-06-01,17024499.0
2022-07-01,16861150.0
2022-08-01,17279337.0
2022-09-01,17661774.0
2022-10-01,16916067.0
2022-11-01,17783995.0
2022-12-01,17282143.0
2023-01-01,18186397.0
2023-02-01,16143421.0
2023-03-01,18457016.0
2023-04-01,16383709.0
2023-05-01,17492411.0
2023-06-01,17642030.0
2023-07-01,17583621.0
2023-08-01,17951695.0
2023-09-01,17584416.0
2023-10-01,17974989.0
2023-11-01,18194496.0
2023-12-01,18047310.0
2024-01-01,18621965.0
2024-02-01,17543264.0
2024-03-01,17888444.0
2024-04-01,18303991.0
2024-05-01,18412847.0
2024-06-01,17292066.0
2024-07-01,19140059.0
2024-08-01,17936610.0
2024-09-01,18022907.0
2024-10-01,19334882.0
2024-11-01,18125945.0
2024-12-01,18667753.0
2025-01-01,19566492.0
2025-02-01,17217485.0
2025-03-01,18569622.0
2025-04-01,18213934.0
2025-05-01,18893991.0
2025-06-01,18303293.0
2025-07-01,19700805.0
2025-08-01,17808463.0
2025-09-01,19700832.0
2025-10-01,19638229.0
2025-11-01,18295774.0
2025-12-01,20307230.0
2026-01-01,19489666.0
