date,quantity
2021-02-01,4103556.0
2021-03-01,4691728.0
2021-04-01,4383354.0
2021-05-01,4276595.0
2021-06-01,4430768.0
2021-07-01,4450402.0
2021-08-01,4297351.0
2021-09-01,4500309.0
2021-10-01,4288600.0
2021-11-01,4327193.0
2021-12-01,4656249.0
2022-01-01,4351456.0
2022-02-01,4115751.0
2022-03-01,4767417.0
2022-04-01,4257901.0
2022-05-01,4466839.0
2022-06-01,4415365.0
2022-07-01,4350280.0
2022-08-01,4345496.0
2022-09-01,4484528.0
2022-10-01,4407101.0
2022-11-01,4495528.0
2022-12-01,4567590.0
2023-01-01,4450359.0
2023-02-01,4065311.0
2023-03-01,4744677.0
2023-04-01,4170049.0
2023-05-01,4227183.0
2023-06-01,4413969.0
2023-07-01,4487968.0
2023-08-01,4494994.0
2023-09-01,4197363.0
2023-10-01,4340744.0
2023-11-01,4570279.0
2023-12-01,4522015.0
2024-01-01,4642121.0
2024-02-01,4342719.0
2024-03-01,4369729.0
2024-04-01,4572864.0
2024-05-01,4566592.0
2024-06-01,4246519.0
2024-07-01,4737617.0
2024-08-01,4489165.0
2024-09-01,4468521.0
2024-10-01,4718636.0
2024-11-01,4433967.0
2024-12-01,4753584.0
2025-01-01,4774652.0
2025-02-01,4175663.0
2025-03-01,4513187.0
2025-04-01,4531302.0
2025-05-01,4734483.0
2025-06-01,4530925.0
2025-07-01,4807519.0
2025-08-01,4321178.0
2025-09-01,4715840.0
2025-10-01,4783252.0
2025-11-01,4405731.0
2025-12-01,4917488.0
2026-01-01,4614672.0
