date,quantity,forecast
2021-02-01,8424183.0,
2021-03-01,9453018.0,
2021-04-01,9101284.0,8992828.333333334
2021-05-01,8691342.0,9081881.333333334
2021-06-01,9042424.0,8945016.666666666
2021-07-01,9073621.0,8935795.666666666
2021-08-01,8583014.0,8899686.333333334
2021-09-01,9020142.0,8892259.0
2021-10-01,8842324.0,8815160.0
2021-11-01,9006795.0,8956420.333333334
2021-12-01,9520850.0,9123323.0
2022-01-01,9027957.0,9185200.666666666
2022-02-01,8350241.0,8966349.333333334
2022-03-01,9382891.0,8920363.0
2022-04-01,8766944.0,8833358.666666666
2022-05-01,9315511.0,9155115.333333334
2022-06-01,9028481.0,9036978.666666666
2022-07-01,8890471.0,9078154.333333334
2022-08-01,9136101.0,9018351.0
2022-09-01,9138801.0,9055124.333333334
2022-10-01,9070823.0,9115241.666666666
2022-11-01,9215175.0,9141599.666666666
2022-12-01,9048629.0,9111542.333333334
2023-01-01,9267452.0,9177085.333333334
2023-02-01,8357819.0,8891300.0
2023-03-01,9672123.0,9099131.333333334
2023-04-01,8621413.0,8883785.0
2023-05-01,9448711.0,9247415.666666666
2023-06-01,9267034.0,9112386.0
2023-07-01,9190563.0,9302102.666666666
2023-08-01,9276729.0,9244775.333333334
2023-09-01,9200520.0,9222604.0
2023-10-01,9481890.0,9319713.0
2023-11-01,9428589.0,9370333.0
2023-12-01,9372700.0,9427726.333333334
2024-01-01,9853410.0,9551566.333333334
2024-02-01,9199398.0,9475169.333333334
2024-03-01,9114380.0,9389062.666666666
2024-04-01,9545789.0,9286522.333333334
2024-05-01,9675952.0,9445373.666666666
2024-06-01,9137525.0,9453088.666666666
2024-07-01,9920108.0,9577861.666666666
2024-08-01,9541748.0,9533127.0
2024-09-01,9366618.0,9609491.333333334
2024-10-01,9897941.0,9602102.333333334
2024-11-01,9207726.0,9490761.666666666
2024-12-01,9361018.0,9488895.0
2025-01-01,9913030.0,9493924.666666666
2025-02-01,8839495.0,9371181.0
2025-03-01,9153935.0,9302153.333333334
2025-04-01,9546265.0,9179898.333333334
2025-05-01,9682106.0,9460768.666666666
2025-06-01,9391694.0,9540021.666666666
2025-07-01,10119830.0,9731210.0
2025-08-01,9034607.0,9515377.0
2025-09-01,9831990.0,9662142.333333334
2025-10-01,9967456.0,9611351.0
2025-11-01,9378740.0,9726062.0
2025-12-01,10285277.0,9877157.666666666
2026-01-01,9894428.0,9852815.0
2026-02-28,,9852815.0
2026-03-31,,9852815.0
2026-04-30,,9852815.0
