date,quantity,forecast
2021-02-01,2173082.0,
2021-03-01,2491558.0,
2021-04-01,2242372.0,2302337.3333333335
2021-05-01,2169724.0,2301218.0
2021-06-01,2294820.0,2235638.6666666665
2021-07-01,2347240.0,2270594.6666666665
2021-08-01,2220133.0,2287397.6666666665
2021-09-01,2272216.0,2279863.0
2021-10-01,2169562.0,2220637.0
2021-11-01,2201657.0,2214478.3333333335
2021-12-01,2396432.0,2255883.6666666665
2022-01-01,2120373.0,2239487.3333333335
2022-02-01,2081329.0,2199378.0
2022-03-01,2361644.0,2187782.0
2022-04-01,2185230.0,2209401.0
2022-05-01,2256359.0,2267744.3333333335
2022-06-01,2241716.0,2227768.3333333335
2022-07-01,2160163.0,2219412.6666666665
2022-08-01,2154476.0,2185451.6666666665
2022-09-01,2273023.0,2195887.3333333335
2022-10-01,2152331.0,2193276.6666666665
2022-11-01,2343971.0,2256441.6666666665
2022-12-01,2227959.0,2241420.3333333335
2023-01-01,2244068.0,2271999.3333333335
2023-02-01,1993350.0,2155125.6666666665
2023-03-01,2254562.0,2163993.3333333335
2023-04-01,2187754.0,2145222.0
2023-05-01,2268800.0,2237038.6666666665
2023-06-01,2187286.0,2214613.3333333335
2023-07-01,2170764.0,2208950.0
2023-08-01,2227942.0,2195330.6666666665
2023-09-01,2229607.0,2209437.6666666665
2023-10-01,2211742.0,2223097.0
2023-11-01,2235583.0,2225644.0
2023-12-01,2267517.0,2238280.6666666665
2024-01-01,2325345.0,2276148.3333333335
2024-02-01,2169193.0,2254018.3333333335
2024-03-01,2235028.0,2243188.6666666665
2024-04-01,2253233.0,2219151.3333333335
2024-05-01,2269800.0,2252687.0
2024-06-01,2151172.0,2224735.0
2024-07-01,2288697.0,2236556.3333333335
2024-08-01,2280912.0,2240260.3333333335
2024-09-01,2153176.0,2240928.3333333335
2024-10-01,2331828.0,2255305.3333333335
2024-11-01,2229348.0,2238117.3333333335
2024-12-01,2270692.0,2277289.3333333335
2025-01-01,2336646.0,2278895.3333333335
2025-02-01,2081310.0,2229549.3333333335
2025-03-01,2242705.0,2220220.3333333335
2025-04-01,2233776.0,2185930.3333333335
2025-05-01,2334557.0,2270346.0
2025-06-01,2198257.0,2255530.0
2025-07-01,2337311.0,2290041.6666666665
2025-08-01,2185550.0,2240372.6666666665
2025-09-01,2271160.0,2264673.6666666665
2025-10-01,2350220.0,2268976.6666666665
2025-11-01,2207775.0,2276385.0
2025-12-01,2406409.0,2321468.0
2026-01-01,2303914.0,2306032.6666666665
2026-02-28,,2306032.6666666665
2026-03-31,,2306032.6666666665
2026-04-30,,2306032.6666666665
