date,quantity,forecast
2021-02-01,5493580.0,
2021-03-01,6273936.0,
2021-04-01,5902956.0,5890157.333333333
2021-05-01,5757457.0,5978116.333333333
2021-06-01,6002643.0,5887685.333333333
2021-07-01,6014871.0,5924990.333333333
2021-08-01,5747193.0,5921569.0
2021-09-01,5957627.0,5906563.666666667
2021-10-01,5658671.0,5787830.333333333
2021-11-01,6093235.0,5903177.666666667
2021-12-01,6268722.0,6006876.0
2022-01-01,5854654.0,6072203.666666667
2022-02-01,5498033.0,5873803.0
2022-03-01,6173230.0,5841972.333333333
2022-04-01,5983634.0,5884965.666666667
2022-05-01,6021350.0,6059404.666666667
2022-06-01,5917187.0,5974057.0
2022-07-01,5772138.0,5903558.333333333
2022-08-01,6002417.0,5897247.333333333
2022-09-01,6066347.0,5946967.333333333
2022-10-01,6035792.0,6034852.0
2022-11-01,6093527.0,6065222.0
2022-12-01,6058931.0,6062750.0
2023-01-01,6129730.0,6094062.666666667
2023-02-01,5517069.0,5901910.0
2023-03-01,6363812.0,6003537.0
2023-04-01,5635148.0,5838676.333333333
2023-05-01,6092236.0,6030398.666666667
2023-06-01,6087202.0,5938195.333333333
2023-07-01,6021558.0,6066998.666666667
2023-08-01,6197593.0,6102117.666666667
2023-09-01,5987623.0,6068924.666666667
2023-10-01,6134518.0,6106578.0
2023-11-01,6272179.0,6131440.0
2023-12-01,6125417.0,6177371.333333333
2024-01-01,6407251.0,6268282.333333333
2024-02-01,5996021.0,6176229.666666667
2024-03-01,6039778.0,6147683.333333333
2024-04-01,6324607.0,6120135.333333333
2024-05-01,6353482.0,6239289.0
2024-06-01,6018347.0,6232145.333333333
2024-07-01,6629468.0,6333765.666666667
2024-08-01,6225239.0,6291018.0
2024-09-01,6054305.0,6303004.0
2024-10-01,6508456.0,6262666.666666667
2024-11-01,6327713.0,6296824.666666667
2024-12-01,6392286.0,6409485.0
2025-01-01,6530894.0,6416964.333333333
2025-02-01,5800177.0,6241119.0
2025-03-01,6111952.0,6147674.333333333
2025-04-01,6181268.0,6031132.333333333
2025-05-01,6375417.0,6222879.0
2025-06-01,6336198.0,6297627.666666667
2025-07-01,6583871.0,6431828.666666667
2025-08-01,6186007.0,6368692.0
2025-09-01,6542283.0,6437387.0
2025-10-01,6704652.0,6477647.333333333
2025-11-01,6162780.0,6469905.0
2025-12-01,6891684.0,6586372.0
2026-01-01,6667798.0,6574087.333333333
2026-02-28,,6574087.333333333
2026-03-31,,6574087.333333333
2026-04-30,,6574087.333333333
