date,quantity,forecast
2021-02-01,14442889.0,
2021-03-01,16111881.0,
2021-04-01,15393196.0,15315988.666666666
2021-05-01,14485457.0,15330178.0
2021-06-01,15324105.0,15067586.0
2021-07-01,15335708.0,15048423.333333334
2021-08-01,14855152.0,15171655.0
2021-09-01,15800163.0,15330341.0
2021-10-01,14533845.0,15063053.333333334
2021-11-01,15384441.0,15239483.0
2021-12-01,16074776.0,15331020.666666666
2022-01-01,15240703.0,15566640.0
2022-02-01,14252533.0,15189337.333333334
2022-03-01,16162816.0,15218684.0
2022-04-01,14402547.0,14939298.666666666
2022-05-01,15510772.0,15358711.666666666
2022-06-01,14949929.0,14954416.0
2022-07-01,15237289.0,15232663.333333334
2022-08-01,15410803.0,15199340.333333334
2022-09-01,15532384.0,15393492.0
2022-10-01,14973298.0,15305495.0
2022-11-01,15730615.0,15412099.0
2022-12-01,15391832.0,15365248.333333334
2023-01-01,15596761.0,15573069.333333334
2023-02-01,14126344.0,15038312.333333334
2023-03-01,16242844.0,15321983.0
2023-04-01,14173584.0,14847590.666666666
2023-05-01,15266459.0,15227629.0
2023-06-01,15420682.0,14953575.0
2023-07-01,15293251.0,15326797.333333334
2023-08-01,15414836.0,15376256.333333334
2023-09-01,15002919.0,15237002.0
2023-10-01,15704550.0,15374101.666666666
2023-11-01,15740724.0,15482731.0
2023-12-01,15219588.0,15554954.0
2024-01-01,16137851.0,15699387.666666666
2024-02-01,15199065.0,15518834.666666666
2024-03-01,15099718.0,15478878.0
2024-04-01,15604054.0,15300945.666666666
2024-05-01,16043996.0,15582589.333333334
2024-06-01,14783531.0,15477193.666666666
2024-07-01,16500496.0,15776007.666666666
2024-08-01,15669743.0,15651256.666666666
2024-09-01,15463380.0,15877873.0
2024-10-01,16369350.0,15834157.666666666
2024-11-01,15350432.0,15727720.666666666
2024-12-01,16142459.0,15954080.333333334
2025-01-01,16793989.0,16095626.666666666
2025-02-01,14674909.0,15870452.333333334
2025-03-01,15402483.0,15623793.666666666
2025-04-01,15702793.0,15260061.666666666
2025-05-01,16117677.0,15740984.333333334
2025-06-01,15367839.0,15729436.333333334
2025-07-01,16934345.0,16139953.666666666
2025-08-01,15205280.0,15835821.333333334
2025-09-01,16411249.0,16183624.666666666
2025-10-01,16553226.0,16056585.0
2025-11-01,15098159.0,16020878.0
2025-12-01,16929904.0,16193763.0
2026-01-01,16380760.0,16136274.333333334
2026-02-28,,16136274.333333334
2026-03-31,,16136274.333333334
2026-04-30,,16136274.333333334
