date,quantity,forecast
2021-02-01,1998290.0,
2021-03-01,2246893.0,
2021-04-01,2205011.0,2150064.6666666665
2021-05-01,2041891.0,2164598.3333333335
2021-06-01,2156578.0,2134493.3333333335
2021-07-01,2140467.0,2112978.6666666665
2021-08-01,2099850.0,2132298.3333333335
2021-09-01,2182459.0,2140925.3333333335
2021-10-01,2113958.0,2132089.0
2021-11-01,2138732.0,2145049.6666666665
2021-12-01,2268377.0,2173689.0
2022-01-01,2102295.0,2169801.3333333335
2022-02-01,1928504.0,2099725.3333333335
2022-03-01,2232720.0,2087839.6666666667
2022-04-01,2067526.0,2076250.0
2022-05-01,2157534.0,2152593.3333333335
2022-06-01,2096505.0,2107188.3333333335
2022-07-01,2148540.0,2134193.0
2022-08-01,2109020.0,2118021.6666666665
2022-09-01,2150370.0,2135976.6666666665
2022-10-01,2127503.0,2128964.3333333335
2022-11-01,2103575.0,2127149.3333333335
2022-12-01,2152911.0,2127996.3333333335
2023-01-01,2151724.0,2136070.0
2023-02-01,1966128.0,2090254.3333333333
2023-03-01,2282488.0,2133446.6666666665
2023-04-01,2037982.0,2095532.6666666667
2023-05-01,2129010.0,2149826.6666666665
2023-06-01,2251711.0,2139567.6666666665
2023-07-01,2247217.0,2209312.6666666665
2023-08-01,2257485.0,2252137.6666666665
2023-09-01,2113461.0,2206054.3333333335
2023-10-01,2234708.0,2201884.6666666665
2023-11-01,2271565.0,2206578.0
2023-12-01,2304996.0,2270423.0
2024-01-01,2306273.0,2294278.0
2024-02-01,2198293.0,2269854.0
2024-03-01,2241997.0,2248854.3333333335
2024-04-01,2289080.0,2243123.3333333335
2024-05-01,2332970.0,2288015.6666666665
2024-06-01,2157040.0,2259696.6666666665
2024-07-01,2387909.0,2292639.6666666665
2024-08-01,2287741.0,2277563.3333333335
2024-09-01,2264098.0,2313249.3333333335
2024-10-01,2388283.0,2313374.0
2024-11-01,2259630.0,2304003.6666666665
2024-12-01,2382117.0,2343343.3333333335
2025-01-01,2360601.0,2334116.0
2025-02-01,2184812.0,2309176.6666666665
2025-03-01,2253201.0,2266204.6666666665
2025-04-01,2359357.0,2265790.0
2025-05-01,2437740.0,2350099.3333333335
2025-06-01,2379767.0,2392288.0
2025-07-01,2514710.0,2444072.3333333335
2025-08-01,2266339.0,2386938.6666666665
2025-09-01,2437240.0,2406096.3333333335
2025-10-01,2461426.0,2388335.0
2025-11-01,2308563.0,2402409.6666666665
2025-12-01,2603997.0,2457995.3333333335
2026-01-01,2401956.0,2438172.0
2026-02-28,,2438172.0
2026-03-31,,2438172.0
2026-04-30,,2438172.0
