date,quantity,forecast
2021-02-01,3639612.0,
2021-03-01,3983344.0,
2021-04-01,3984423.0,3869126.3333333335
2021-05-01,3795697.0,3921154.6666666665
2021-06-01,3940975.0,3907031.6666666665
2021-07-01,3904456.0,3880376.0
2021-08-01,3692904.0,3846111.6666666665
2021-09-01,4142024.0,3913128.0
2021-10-01,3788050.0,3874326.0
2021-11-01,3973770.0,3967948.0
2021-12-01,4063729.0,3941849.6666666665
2022-01-01,3890796.0,3976098.3333333335
2022-02-01,3664908.0,3873144.3333333335
2022-03-01,4247646.0,3934450.0
2022-04-01,3809448.0,3907334.0
2022-05-01,3990607.0,4015900.3333333335
2022-06-01,3968062.0,3922705.6666666665
2022-07-01,3896358.0,3951675.6666666665
2022-08-01,4109833.0,3991417.6666666665
2022-09-01,4081878.0,4029356.3333333335
2022-10-01,4010810.0,4067507.0
2022-11-01,4074473.0,4055720.3333333335
2022-12-01,4019019.0,4034767.3333333335
2023-01-01,4110819.0,4068103.6666666665
2023-02-01,3784237.0,3971358.3333333335
2023-03-01,4242121.0,4045725.6666666665
2023-04-01,3854250.0,3960202.6666666665
2023-05-01,4063937.0,4053436.0
2023-06-01,4185263.0,4034483.3333333335
2023-07-01,3937911.0,4062370.3333333335
2023-08-01,4005600.0,4042924.6666666665
2023-09-01,3931995.0,3958502.0
2023-10-01,4151000.0,4029531.6666666665
2023-11-01,4060158.0,4047717.6666666665
2023-12-01,3984164.0,4065107.3333333335
2024-01-01,4355494.0,4133272.0
2024-02-01,3932056.0,4090571.3333333335
2024-03-01,4001238.0,4096262.6666666665
2024-04-01,4108382.0,4013892.0
2024-05-01,4255433.0,4121684.3333333335
2024-06-01,3953736.0,4105850.3333333335
2024-07-01,4234777.0,4147982.0
2024-08-01,4009442.0,4065985.0
2024-09-01,3948912.0,4064377.0
2024-10-01,4209211.0,4055855.0
2024-11-01,3953668.0,4037263.6666666665
2024-12-01,4037926.0,4066935.0
2025-01-01,4411663.0,4134419.0
2025-02-01,3759487.0,4069692.0
2025-03-01,4048860.0,4073336.6666666665
2025-04-01,3911628.0,3906658.3333333335
2025-05-01,4122744.0,4027744.0
2025-06-01,3980869.0,4005080.3333333335
2025-07-01,4279170.0,4127594.3333333335
2025-08-01,3970530.0,4076856.3333333335
2025-09-01,4203292.0,4150997.3333333335
2025-10-01,4315482.0,4163101.3333333335
2025-11-01,3907670.0,4142148.0
2025-12-01,4290100.0,4171084.0
2026-01-01,4202937.0,4133569.0
2026-02-28,,4133569.0
2026-03-31,,4133569.0
2026-04-30,,4133569.0
