date,quantity,forecast
2021-02-01,1657810.0,
2021-03-01,1907792.0,
2021-04-01,1792809.0,1786137.0
2021-05-01,1720472.0,1807024.3333333333
2021-06-01,1869569.0,1794283.3333333333
2021-07-01,1867048.0,1819029.6666666667
2021-08-01,1733293.0,1823303.3333333333
2021-09-01,1831086.0,1810475.6666666667
2021-10-01,1773007.0,1779128.6666666667
2021-11-01,1833635.0,1812576.0
2021-12-01,1895119.0,1833920.3333333333
2022-01-01,1777550.0,1835434.6666666667
2022-02-01,1703269.0,1791979.3333333333
2022-03-01,1893024.0,1791281.0
2022-04-01,1828136.0,1808143.0
2022-05-01,1828289.0,1849816.3333333333
2022-06-01,1792086.0,1816170.3333333333
2022-07-01,1784682.0,1801685.6666666667
2022-08-01,1746761.0,1774509.6666666667
2022-09-01,1982147.0,1837863.3333333333
2022-10-01,1821311.0,1850073.0
2022-11-01,1868625.0,1890694.3333333333
2022-12-01,1953183.0,1881039.6666666667
2023-01-01,1868822.0,1896876.6666666667
2023-02-01,1729165.0,1850390.0
2023-03-01,2060929.0,1886305.3333333333
2023-04-01,1809080.0,1866391.3333333333
2023-05-01,1946110.0,1938706.3333333333
2023-06-01,1905757.0,1886982.3333333333
2023-07-01,1917548.0,1923138.3333333333
2023-08-01,2002692.0,1941999.0
2023-09-01,1913897.0,1944712.3333333333
2023-10-01,1969759.0,1962116.0
2023-11-01,1931579.0,1938411.6666666667
2023-12-01,1885752.0,1929030.0
2024-01-01,2032137.0,1949822.6666666667
2024-02-01,1915585.0,1944491.3333333333
2024-03-01,1866430.0,1938050.6666666667
2024-04-01,1939527.0,1907180.6666666667
2024-05-01,2033909.0,1946622.0
2024-06-01,1884211.0,1952549.0
2024-07-01,2100603.0,2006241.0
2024-08-01,1999685.0,1994833.0
2024-09-01,1885280.0,1995189.3333333333
2024-10-01,2043404.0,1976123.0
2024-11-01,1858320.0,1929001.3333333333
2024-12-01,2018127.0,1973283.6666666667
2025-01-01,2024356.0,1966934.3333333333
2025-02-01,1794249.0,1945577.3333333333
2025-03-01,1904655.0,1907753.3333333333
2025-04-01,1883317.0,1860740.3333333333
2025-05-01,1918385.0,1902119.0
2025-06-01,1922511.0,1908071.0
2025-07-01,2028276.0,1956390.6666666667
2025-08-01,1875116.0,1941967.6666666667
2025-09-01,2004016.0,1969136.0
2025-10-01,2010081.0,1963071.0
2025-11-01,1845121.0,1953072.6666666667
2025-12-01,2171265.0,2008822.3333333333
2026-01-01,2026694.0,2014360.0
2026-02-28,,2014360.0
2026-03-31,,2014360.0
2026-04-30,,2014360.0
