date,quantity,forecast
2021-02-01,4029552.0,
2021-03-01,4550425.0,
2021-04-01,4427428.0,4335801.666666667
2021-05-01,4132985.0,4370279.333333333
2021-06-01,4457691.0,4339368.0
2021-07-01,4418713.0,4336463.0
2021-08-01,4174494.0,4350299.333333333
2021-09-01,4476662.0,4356623.0
2021-10-01,4206560.0,4285905.333333333
2021-11-01,4463921.0,4382381.0
2021-12-01,4531408.0,4400629.666666667
2022-01-01,4386586.0,4460638.333333333
2022-02-01,4081327.0,4333107.0
2022-03-01,4599413.0,4355775.333333333
2022-04-01,4362744.0,4347828.0
2022-05-01,4284924.0,4415693.666666667
2022-06-01,4455329.0,4367665.666666667
2022-07-01,4301583.0,4347278.666666667
2022-08-01,4473805.0,4410239.0
2022-09-01,4499864.0,4425084.0
2022-10-01,4364456.0,4446041.666666667
2022-11-01,4432853.0,4432391.0
2022-12-01,4541889.0,4446399.333333333
2023-01-01,4478601.0,4484447.666666667
2023-02-01,4077720.0,4366070.0
2023-03-01,4703975.0,4420098.666666667
2023-04-01,4283332.0,4355009.0
2023-05-01,4374809.0,4454038.666666667
2023-06-01,4549190.0,4402443.666666667
2023-07-01,4461367.0,4461788.666666667
2023-08-01,4560997.0,4523851.333333333
2023-09-01,4455127.0,4492497.0
2023-10-01,4482894.0,4499672.666666667
2023-11-01,4797431.0,4578484.0
2023-12-01,4562088.0,4614137.666666667
2024-01-01,4731052.0,4696857.0
2024-02-01,4395371.0,4562837.0
2024-03-01,4418315.0,4514912.666666667
2024-04-01,4599842.0,4471176.0
2024-05-01,4694106.0,4570754.333333333
2024-06-01,4403187.0,4565711.666666667
2024-07-01,4784305.0,4627199.333333333
2024-08-01,4585273.0,4590921.666666667
2024-09-01,4598523.0,4656033.666666667
2024-10-01,4970471.0,4718089.0
2024-11-01,4625372.0,4731455.333333333
2024-12-01,4786906.0,4794249.666666667
2025-01-01,4926606.0,4779628.0
2025-02-01,4332486.0,4681999.333333333
2025-03-01,4639089.0,4632727.0
2025-04-01,4691633.0,4554402.666666667
2025-05-01,4825209.0,4718643.666666667
2025-06-01,4644918.0,4720586.666666667
2025-07-01,5079430.0,4849852.333333333
2025-08-01,4635229.0,4786525.666666667
2025-09-01,4807778.0,4840812.333333333
2025-10-01,5032806.0,4825271.0
2025-11-01,4702789.0,4847791.0
2025-12-01,5179359.0,4971651.333333333
2026-01-01,5057075.0,4979741.0
2026-02-28,,4979741.0
2026-03-31,,4979741.0
2026-04-30,,4979741.0
