date,quantity,forecast
2021-02-01,7667979.0,
2021-03-01,8525561.0,
2021-04-01,7957148.0,8050229.333333333
2021-05-01,7739678.0,8074129.0
2021-06-01,8038472.0,7911766.0
2021-07-01,7987452.0,7921867.333333333
2021-08-01,7530573.0,7852165.666666667
2021-09-01,7660513.0,7726179.333333333
2021-10-01,7660876.0,7617320.666666667
2021-11-01,7833435.0,7718274.666666667
2021-12-01,8338094.0,7944135.0
2022-01-01,7532386.0,7901305.0
2022-02-01,7129742.0,7666740.666666667
2022-03-01,7799042.0,7487056.666666667
2022-04-01,7142322.0,7357035.333333333
2022-05-01,7388499.0,7443287.666666667
2022-06-01,7080201.0,7203674.0
2022-07-01,7255937.0,7241545.666666667
2022-08-01,7688114.0,7341417.333333333
2022-09-01,7474814.0,7472955.0
2022-10-01,7352539.0,7505155.666666667
2022-11-01,7612009.0,7479787.333333333
2022-12-01,7762690.0,7575746.0
2023-01-01,7463718.0,7612805.666666667
2023-02-01,6900624.0,7375677.333333333
2023-03-01,7852154.0,7405498.666666667
2023-04-01,7124595.0,7292457.666666667
2023-05-01,7480401.0,7485716.666666667
2023-06-01,7578923.0,7394639.666666667
2023-07-01,7209259.0,7422861.0
2023-08-01,6877565.0,7221915.666666667
2023-09-01,6636232.0,6907685.333333333
2023-10-01,7463810.0,6992535.666666667
2023-11-01,7326807.0,7142283.0
2023-12-01,7311987.0,7367534.666666667
2024-01-01,7929063.0,7522619.0
2024-02-01,7046552.0,7429200.666666667
2024-03-01,7364743.0,7446786.0
2024-04-01,7567585.0,7326293.333333333
2024-05-01,7723937.0,7552088.333333333
2024-06-01,7193595.0,7495039.0
2024-07-01,7689411.0,7535647.666666667
2024-08-01,7476188.0,7453064.666666667
2024-09-01,7276567.0,7480722.0
2024-10-01,7732801.0,7495185.333333333
2024-11-01,7363717.0,7457695.0
2024-12-01,7705850.0,7600789.333333333
2025-01-01,7887750.0,7652439.0
2025-02-01,6954825.0,7516141.666666667
2025-03-01,7316437.0,7386337.333333333
2025-04-01,7356557.0,7209273.0
2025-05-01,7624758.0,7432584.0
2025-06-01,7374819.0,7452044.666666667
2025-07-01,7742735.0,7580770.666666667
2025-08-01,7056100.0,7391218.0
2025-09-01,7587302.0,7462045.666666667
2025-10-01,7819456.0,7487619.333333333
2025-11-01,7051407.0,7486055.0
2025-12-01,8002698.0,7624520.333333333
2026-01-01,7624561.0,7559555.333333333
2026-02-28,,7559555.333333333
2026-03-31,,7559555.333333333
2026-04-30,,7559555.333333333
